idcliente;nome;email;ncontribuinte;dataregisto
1020;"Vitor  Hélio  Martins  Peres";7155@lojacomp.pt;932714954;"2017-02-21 00:00:00"
1021;"Cristiano Vitor  Jesus  Guerreiro";7156@lojacomp.pt;890335186;"2017-02-21 00:00:00"
1022;"Ângelo  Flávio  Conceição  Martins";7157@lojacomp.pt;455150566;"2017-02-21 00:00:00"
1023;"Mónica  Susana Morgado  Reis";7158@lojacomp.pt;533370985;"2017-02-21 00:00:00"
1024;"Fernando Fernando Rodrigues  Rosa";7159@lojacomp.pt;332745753;"2017-02-21 00:00:00"
1025;"Patrício David  Silva  Guinada";7160@lojacomp.pt;944055625;"2017-02-21 00:00:00"
1026;"Hélio  Armindo  Jordão  Madeira";7161@lojacomp.pt;764913051;"2017-02-21 00:00:00"
1027;"Marta Cecília  Jordão  Marcos";7162@lojacomp.pt;569295826;"2017-02-21 00:00:00"
1028;"Gustavo Cristiano Simões  Reis";7163@lojacomp.pt;369219691;"2017-02-21 00:00:00"
1029;"Eunice  Goreti  Morgado  Sousa";7164@lojacomp.pt;965596829;"2017-02-21 00:00:00"
1030;"Elias Vitor  Norte  Rebelo";7165@lojacomp.pt;856239608;"2017-02-21 00:00:00"
1031;"Vitor  Rui Brazão  Guerreiro";7166@lojacomp.pt;839761378;"2017-02-21 00:00:00"
1032;"Arlindo  Bruno  Caiado Peres";7167@lojacomp.pt;623856720;"2017-02-21 00:00:00"
1033;"Henrique  Eduardo  Cordeiro  Marcos";7168@lojacomp.pt;929308918;"2017-02-21 00:00:00"
1034;"Mira Edgar  Rosa  Domingues";7169@lojacomp.pt;545044909;"2017-02-21 00:00:00"
1035;"Mário Duarte  Fonseca";7170@lojacomp.pt;959987817;"2017-02-21 00:00:00"
1036;"Luis  Ângelo  Gonçalves  Cordeiro";7171@lojacomp.pt;256763747;"2017-02-21 00:00:00"
1037;"Joana Alexandra  Sebastião  Zózimo";7172@lojacomp.pt;599424630;"2017-02-21 00:00:00"
1038;"Manuel  David  Pereira  Alves";7173@lojacomp.pt;329928050;"2017-02-21 00:00:00"
1039;"Catarina Isabel  Cardoso  Anjos";7174@lojacomp.pt;249084431;"2017-02-21 00:00:00"
1040;"Alexandre  Pedro Brazão  Silva";7175@lojacomp.pt;128260917;"2017-02-21 00:00:00"
1041;"Luísa Olga Magalhães  Santos";7176@lojacomp.pt;836296289;"2017-02-21 00:00:00"
1042;"André  David  Félix  Matias";7177@lojacomp.pt;499357252;"2017-02-21 00:00:00"
1043;"Sónia Cecília  Pinheiro";7178@lojacomp.pt;596246964;"2017-02-21 00:00:00"
1044;"Mário Ricardo  Magalhães  Peres";7179@lojacomp.pt;515795804;"2017-02-21 00:00:00"
1045;"Cristiano Telmo  Santos  Lourenço";7180@lojacomp.pt;187395556;"2017-02-21 00:00:00"
1046;"António  Marco  Vieira  Jordão";7181@lojacomp.pt;230819565;"2017-02-21 00:00:00"
1047;"Elsa Carla  Conceição  Simões";7182@lojacomp.pt;583326647;"2017-02-21 00:00:00"
1048;"Nelson  Vitor  Morgado  Sousa";7183@lojacomp.pt;776781545;"2017-02-21 00:00:00"
1049;"Jorge Henrique  Faustino  Guinada";7184@lojacomp.pt;230453775;"2017-02-21 00:00:00"
1050;"Marta Teresa  Vitorino  Fonseca";7185@lojacomp.pt;953029805;"2017-02-21 00:00:00"
1051;"Duarte  Armindo  Guinada  Rodrigues";7186@lojacomp.pt;192361735;"2017-02-21 00:00:00"
1052;"Helena Inês Pereira  Vitorino";7187@lojacomp.pt;808519139;"2017-02-21 00:00:00"
1053;"Gustavo Hélder  Norte  Mota";7188@lojacomp.pt;463087927;"2017-02-21 00:00:00"
1054;"Maria Teresa  Oliveira  Oliveira";7189@lojacomp.pt;964293390;"2017-02-21 00:00:00"
1055;"Rodrigo  Ricardo  Pinheiro  Rebocho";7190@lojacomp.pt;222849655;"2017-02-21 00:00:00"
1056;"Sandra  Helena Vitorino  Mota";7191@lojacomp.pt;420974079;"2017-02-21 00:00:00"
1057;"Manuel  Gustavo Conceição  Oliveira";7192@lojacomp.pt;131939070;"2017-02-21 00:00:00"
1058;"Marta Cecília  Guinada  Francisco";7193@lojacomp.pt;517160442;"2017-02-21 00:00:00"
1059;"David  Leonel  Santos  Vitorino";7194@lojacomp.pt;313418570;"2017-02-21 00:00:00"
1060;"Mariana Vieira  Faustino";7195@lojacomp.pt;524341827;"2017-02-21 00:00:00"
1061;"Gisela Alexandra  Pedrosa  Oliveira";7196@lojacomp.pt;913389088;"2017-02-21 00:00:00"
1062;"Eduarda Dulce Rebelo  Cardoso";7197@lojacomp.pt;398767203;"2017-02-21 00:00:00"
1063;"Eunice  Inês Caiado Rodrigues";7198@lojacomp.pt;472876397;"2017-02-21 00:00:00"
1064;"Nancy Joana Monteiro Nunes";7199@lojacomp.pt;753128971;"2017-02-21 00:00:00"
1065;"Eunice  Fátima Sebastião  Cordeiro";7200@lojacomp.pt;515693265;"2017-02-21 00:00:00"
1066;"Pedro Arlindo  Nunes  Marques";7201@lojacomp.pt;359353492;"2017-02-21 00:00:00"
1067;"António  Jorge Rosa  Domingues";7202@lojacomp.pt;492322916;"2017-02-21 00:00:00"
1068;"Hélio  Hugo  Lopes  Vitorino";7203@lojacomp.pt;594781031;"2017-02-21 00:00:00"
1069;"Manuel  Luis  Conceição  Vieira";7204@lojacomp.pt;348171390;"2017-02-21 00:00:00"
1070;"Eunice  Inês Rebocho  Oliveira";7205@lojacomp.pt;129563281;"2017-02-21 00:00:00"
1071;"Filipe Valdemar  Conceição";7206@lojacomp.pt;345664176;"2017-02-21 00:00:00"
1072;"Olga Marisa Rodrigues  Zózimo";7207@lojacomp.pt;662432643;"2017-02-21 00:00:00"
1073;"Ângelo  Flávio  Nogueira  Monteiro";7208@lojacomp.pt;666387001;"2017-02-21 00:00:00"
1074;"Isabel  Sónia Pedrosa  Marcos";7209@lojacomp.pt;817726699;"2017-02-21 00:00:00"
1075;"Cristina  Marta Magalhães  Ribeiro";7210@lojacomp.pt;530708184;"2017-02-21 00:00:00"
1076;"Eugénia Dina Silva  Morgado";7211@lojacomp.pt;235883766;"2017-02-21 00:00:00"
1077;"Leonor Isabel  Félix  Norte";7212@lojacomp.pt;480899821;"2017-02-21 00:00:00"
1078;"Manuela Carla  Madeira Matias";7213@lojacomp.pt;620107416;"2017-02-21 00:00:00"
1079;"Alexandre  Eduardo  Nascimento  Nascimento  Marques";7214@lojacomp.pt;384922643;"2017-02-21 00:00:00"
1080;"Telmo  Telmo  Fernandes  Oliveira";7215@lojacomp.pt;207000138;"2017-02-21 00:00:00"
1081;"Eunice  Paula Cordeiro  Calado";7216@lojacomp.pt;654648479;"2017-02-21 00:00:00"
1082;"Hélder  Armindo  Simões  Calado";7217@lojacomp.pt;110012364;"2017-02-21 00:00:00"
1083;"Duarte  Michael  Madeira Cardoso  Guerreiro";7218@lojacomp.pt;592042450;"2017-02-21 00:00:00"
1084;"Sílvio Michael  Silva  Ribeiro";7219@lojacomp.pt;367962745;"2017-02-21 00:00:00"
1085;"Eduarda Patrícia Morgado  Rodrigues";7220@lojacomp.pt;921574133;"2017-02-21 00:00:00"
1086;"Hélder  Leonel  Vitorino  Marcos";7221@lojacomp.pt;588159845;"2017-02-21 00:00:00"
1087;"Telmo  Bruno  Carreira  Marques";7222@lojacomp.pt;796187587;"2017-02-21 00:00:00"
1088;"Valdemar  Duarte  Pereira  Gonçalves";7223@lojacomp.pt;150495288;"2017-02-21 00:00:00"
1089;"Renato  Alves  Reis";7224@lojacomp.pt;340378910;"2017-02-21 00:00:00"
1090;"Francisco Hugo  Alves  Pereira";7225@lojacomp.pt;711848472;"2017-02-21 00:00:00"
1091;"Filipe Sérgio  Reis  Rodrigues";7226@lojacomp.pt;923630573;"2017-02-21 00:00:00"
1092;"Patrícia Madeira Calado";7227@lojacomp.pt;549338718;"2017-02-21 00:00:00"
1093;"José Daniela Pinheiro  Conceição";7228@lojacomp.pt;823215162;"2017-02-21 00:00:00"
1094;"Renato  Patrício Lourenço  Matias";7229@lojacomp.pt;731630113;"2017-02-21 00:00:00"
1095;"Olga Dina Santos  Rebelo";7230@lojacomp.pt;842527181;"2017-02-21 00:00:00"
1096;"Sílvio Edgar  Santos  Simões";7231@lojacomp.pt;430555834;"2017-02-21 00:00:00"
1097;"Marco  Leonel  Silvério  Mota";7232@lojacomp.pt;848540082;"2017-02-21 00:00:00"
1098;"Henrique  Marcos  Pereira";7233@lojacomp.pt;926394971;"2017-02-21 00:00:00"
1099;"Rosa Diana Gonçalves  Caiado";7234@lojacomp.pt;410375043;"2017-02-21 00:00:00"
1100;"Cecília  Elsa Alves  Francisco";7235@lojacomp.pt;150239267;"2017-02-21 00:00:00"
1101;"Vitor  Egídio  Guerreiro  Santos";7236@lojacomp.pt;882431783;"2017-02-21 00:00:00"
1102;"Teresa  Fátima Alves  Guerreiro";7237@lojacomp.pt;275441581;"2017-02-21 00:00:00"
1103;"Marta Bruna Mendes Cordeiro";7238@lojacomp.pt;933012556;"2017-02-21 00:00:00"
1104;"Hélio  Carlos  Vieira  Félix";7239@lojacomp.pt;159749412;"2017-02-21 00:00:00"
1105;"Eunice  Joana Azevedo  Azevedo";7240@lojacomp.pt;947782203;"2017-02-21 00:00:00"
1106;"Tânia Beatriz Calado  Rebocho";7241@lojacomp.pt;104570125;"2017-02-21 00:00:00"
1107;"Paulo Armindo  Domingues  Lopes";7242@lojacomp.pt;101118033;"2017-02-21 00:00:00"
1108;"Alexandra  Sílvia Matias  Guerreiro";7243@lojacomp.pt;427613499;"2017-02-21 00:00:00"
1109;"Márcia Tânia Pereira  Nunes";7244@lojacomp.pt;110120102;"2017-02-21 00:00:00"
1110;"Márcia Paula Fernandes  Sebastião";7245@lojacomp.pt;599976972;"2017-02-21 00:00:00"
1111;"Mariana Beatriz Rosa  Monteiro";7246@lojacomp.pt;823601858;"2017-02-21 00:00:00"
1112;"Jorge Egídio  Conceição  Martins";7247@lojacomp.pt;219652932;"2017-02-21 00:00:00"
1113;"Marisa Patrícia Fonseca  Francisco";7248@lojacomp.pt;912438895;"2017-02-21 00:00:00"
1114;"Gustavo Henrique  Calado  Guerreiro";7249@lojacomp.pt;307076194;"2017-02-21 00:00:00"
1115;"José Marta Félix  Faustino";7250@lojacomp.pt;913982238;"2017-02-21 00:00:00"
1116;"Joana Rosa Vitorino  Marcos";7251@lojacomp.pt;453532692;"2017-02-21 00:00:00"
1117;"Fernando Nelson  Félix  Calado";7252@lojacomp.pt;744876597;"2017-02-21 00:00:00"
1118;"Claudia  Claudia  Alves  Nogueira";7253@lojacomp.pt;537339647;"2017-02-21 00:00:00"
1119;"Alexandra  Anabela Monteiro Alves";7254@lojacomp.pt;242618335;"2017-02-21 00:00:00"
1120;"Andreia Daniela Pereira  Lopes";7255@lojacomp.pt;863400683;"2017-02-21 00:00:00"
1121;"Rute  Luísa Silvério  Marques";7256@lojacomp.pt;430217540;"2017-02-21 00:00:00"
1122;"Sílvia Magalhães  Caiado";7257@lojacomp.pt;690069105;"2017-02-21 00:00:00"
1123;"Anabela Filipa Nogueira  Nogueira";7258@lojacomp.pt;682259822;"2017-02-21 00:00:00"
1124;"Eunice  Rosa Domingues  Faustino";7259@lojacomp.pt;763248887;"2017-02-21 00:00:00"
1125;"Alexandre  Arlindo  Rebelo  Azevedo";7260@lojacomp.pt;785026104;"2017-02-21 00:00:00"
1126;"Francisco Duarte  Zózimo  Félix";7261@lojacomp.pt;143218064;"2017-02-21 00:00:00"
1127;"Mira Manuel  Nunes  Marques";7262@lojacomp.pt;808081789;"2017-02-21 00:00:00"
1128;"Alexandra  Nancy Brazão  Alves";7263@lojacomp.pt;836456520;"2017-02-21 00:00:00"
1129;"Jorge Duarte  Azevedo  Domingues";7264@lojacomp.pt;811175155;"2017-02-21 00:00:00"
1130;"Goreti  Sílvia Francisco  Pinheiro";7265@lojacomp.pt;356863863;"2017-02-21 00:00:00"
1131;"Paula Teresa  Caiado Pereira";7266@lojacomp.pt;152267827;"2017-02-21 00:00:00"
1132;"Tiago  Marco  Sebastião  Anjos";7267@lojacomp.pt;982797086;"2017-02-21 00:00:00"
1133;"Pedro Sérgio  Lourenço  Fonseca";7268@lojacomp.pt;990110698;"2017-02-21 00:00:00"
1134;"Francisco Hugo  Reis  Norte";7269@lojacomp.pt;696069233;"2017-02-21 00:00:00"
1135;"Marta Beatriz Brazão  Fonseca";7270@lojacomp.pt;519815664;"2017-02-21 00:00:00"
1136;"Eugénia Luísa Lopes  Rosa";7271@lojacomp.pt;827572799;"2017-02-21 00:00:00"
1137;"Hélio  Patrício Nogueira  Cardoso";7272@lojacomp.pt;388161952;"2017-02-21 00:00:00"
1138;"Alexandre  Arlindo  Nascimento  Nunes";7273@lojacomp.pt;482330438;"2017-02-21 00:00:00"
1139;"Alexandra  Nádia Jesus  Nascimento";7274@lojacomp.pt;229136899;"2017-02-21 00:00:00"
1140;"Mira David  Santos  Matias";7275@lojacomp.pt;880817609;"2017-02-21 00:00:00"
1141;"Vitor  Bruno  Sebastião  Silva";7276@lojacomp.pt;708115434;"2017-02-21 00:00:00"
1142;"Nádia Filipa Reis  Magalhães";7277@lojacomp.pt;450922036;"2017-02-21 00:00:00"
1143;"Daniela Sandra  Marcos  Zózimo";7278@lojacomp.pt;881036117;"2017-02-21 00:00:00"
1144;"Hugo  Hélio  Rebocho  Anjos";7279@lojacomp.pt;869358278;"2017-02-21 00:00:00"
1145;"Vitor  João Azevedo  Silvério";7280@lojacomp.pt;894687457;"2017-02-21 00:00:00"
1146;"Patrícia Lara Domingues  Matias";7281@lojacomp.pt;465242380;"2017-02-21 00:00:00"
1147;"Armindo  Arlindo  Pinheiro  Marcos";7282@lojacomp.pt;381258631;"2017-02-21 00:00:00"
1148;"Paula Sebastião  Madeira";7283@lojacomp.pt;678997899;"2017-02-21 00:00:00"
1149;"Beatriz Olga Cardoso  Marcos";7284@lojacomp.pt;707576799;"2017-02-21 00:00:00"
1150;"Renato  Patrício Ferreira  Sebastião";7285@lojacomp.pt;239566583;"2017-02-21 00:00:00"
1151;"Henrique  Nelson  Martins  Brazão";7286@lojacomp.pt;211890841;"2017-02-21 00:00:00"
1152;"Rosa Diana Domingues  Ferreira";7287@lojacomp.pt;283185295;"2017-02-21 00:00:00"
1153;"Luísa Eugénia Francisco  Norte  Jesus";7288@lojacomp.pt;975674955;"2017-02-21 00:00:00"
1154;"Anabela Sílvia Vieira  Norte";7289@lojacomp.pt;320922138;"2017-02-21 00:00:00"
1155;"Luis  Filipe Reis  Silva  Rodrigues";7290@lojacomp.pt;260002317;"2017-02-21 00:00:00"
1156;"Telmo  Gustavo Rebocho  Ribeiro";7291@lojacomp.pt;691674104;"2017-02-21 00:00:00"
1157;"José Manuel  Marcos  Norte";7292@lojacomp.pt;933781727;"2017-02-21 00:00:00"
1158;"Gisela Eduarda Conceição  Sebastião";7293@lojacomp.pt;100697030;"2017-02-21 00:00:00"
1159;"Nuno Daniel  Simões  Rosa";7294@lojacomp.pt;583264765;"2017-02-21 00:00:00"
1160;"Michael  André  Norte  Faustino";7295@lojacomp.pt;159590037;"2017-02-21 00:00:00"
1161;"Jorge Fernando Vitorino  Félix";7296@lojacomp.pt;454571319;"2017-02-21 00:00:00"
1162;"Susana Tânia Francisco  Faustino";7297@lojacomp.pt;430916261;"2017-02-21 00:00:00"
1163;"Mariana Olga Matias  Magalhães";7298@lojacomp.pt;795300022;"2017-02-21 00:00:00"
1164;"Henrique  Michael  Calado  Rosa";7299@lojacomp.pt;526422687;"2017-02-21 00:00:00"
1165;"André  Egídio  Lopes  Vitorino";7300@lojacomp.pt;973321865;"2017-02-21 00:00:00"
1166;"Rosa Teresa  Peres  Jesus";7301@lojacomp.pt;169511384;"2017-02-21 00:00:00"
1167;"Nádia Rosa Jordão  Reis";7302@lojacomp.pt;989040422;"2017-02-21 00:00:00"
1168;"Ricardo  Egídio  Madeira";7303@lojacomp.pt;867803921;"2017-02-21 00:00:00"
1169;"Ana  Inês Morgado  Faustino";7304@lojacomp.pt;869477571;"2017-02-21 00:00:00"
1170;"Rui Flávio  Conceição  Simões";7305@lojacomp.pt;380003229;"2017-02-21 00:00:00"
1171;"João Vitor  Matias  Lucas";7306@lojacomp.pt;862726741;"2017-02-21 00:00:00"
1172;"Manuela Carla  Vitorino  Martins";7307@lojacomp.pt;757666868;"2017-02-21 00:00:00"
1173;"Cristiano Pedro Azevedo  Francisco";7308@lojacomp.pt;438594657;"2017-02-21 00:00:00"
1174;"Rui Flávio  Conceição  Matias";7309@lojacomp.pt;115791255;"2017-02-21 00:00:00"
1175;"Flávio  Rui Rosa  Guerreiro";7310@lojacomp.pt;332616241;"2017-02-21 00:00:00"
1176;"Anabela Andreia Guinada  Francisco";7311@lojacomp.pt;370588146;"2017-02-21 00:00:00"
1177;"Sandra  Marta Madeira Simões";7312@lojacomp.pt;650601933;"2017-02-21 00:00:00"
1178;"Helena Helena Alves";7313@lojacomp.pt;455000688;"2017-02-21 00:00:00"
1179;"Mónica  Eunice  Vitorino  Jesus";7314@lojacomp.pt;154971579;"2017-02-21 00:00:00"
1180;"Goreti  Márcia Rebelo  Pereira";7315@lojacomp.pt;507569847;"2017-02-21 00:00:00"
1181;"Eunice  Dina Vieira  Jordão";7316@lojacomp.pt;927290803;"2017-02-21 00:00:00"
1182;"Hélio  Armindo  Lopes  Guinada";7317@lojacomp.pt;664536431;"2017-02-21 00:00:00"
1183;"Luis  Ângelo  Pedrosa  Sebastião";7318@lojacomp.pt;511753139;"2017-02-21 00:00:00"
1184;"Andreia Daniela Lourenço  Reis  Santos";7319@lojacomp.pt;132563422;"2017-02-21 00:00:00"
1185;"Tiago  Mário Morgado  Caiado";7320@lojacomp.pt;482992894;"2017-02-21 00:00:00"
1186;"João Flávio  Guinada  Ferreira";7321@lojacomp.pt;703753945;"2017-02-21 00:00:00"
1187;"Marta Mónica  Mota  Magalhães";7322@lojacomp.pt;173483077;"2017-02-21 00:00:00"
1188;"Helena Diana Silva  Sebastião";7323@lojacomp.pt;537465301;"2017-02-21 00:00:00"
1189;"Alexandre  Sérgio  Monteiro Rebelo";7324@lojacomp.pt;390155948;"2017-02-21 00:00:00"
1190;"Michael  Nelson  Cardoso  Rosa";7325@lojacomp.pt;744035267;"2017-02-21 00:00:00"
1191;"José Daniela Fonseca  Domingues";7326@lojacomp.pt;226498903;"2017-02-21 00:00:00"
1192;"Carla  Olga Jesus  Ribeiro";7327@lojacomp.pt;955250573;"2017-02-21 00:00:00"
1193;"Fernando Patrício Silvério  Guinada";7328@lojacomp.pt;540457572;"2017-02-21 00:00:00"
1194;"Pedro Filipe Cordeiro  Conceição";7329@lojacomp.pt;839577312;"2017-02-21 00:00:00"
1195;"Hélio  Armindo  Morgado  Silva";7330@lojacomp.pt;948285473;"2017-02-21 00:00:00"
1196;"Rodrigo  Duarte  Santos  Morgado";7331@lojacomp.pt;306636123;"2017-02-21 00:00:00"
1197;"Henrique  Jorge Calado  Domingues";7332@lojacomp.pt;726520942;"2017-02-21 00:00:00"
1198;"Claudia  Cecília  Simões";7333@lojacomp.pt;367500312;"2017-02-21 00:00:00"
1199;"Rui Leandro  Nascimento  Jordão";7334@lojacomp.pt;334657499;"2017-02-21 00:00:00"
1200;"Duarte  Valdemar  Madeira Jordão";7335@lojacomp.pt;144250471;"2017-02-21 00:00:00"
1201;"Sérgio  Nelson  Alves  Faustino";7336@lojacomp.pt;490755477;"2017-02-21 00:00:00"
1202;"Sílvio Sílvio Magalhães  Ribeiro";7337@lojacomp.pt;926176537;"2017-02-21 00:00:00"
1203;"Eduardo  Duarte  Calado  Pereira";7338@lojacomp.pt;487638541;"2017-02-21 00:00:00"
1204;"Ricardo  Valdemar  Marcos  Jordão";7339@lojacomp.pt;392066805;"2017-02-21 00:00:00"
1205;"Eduarda Patrícia Silva  Morgado";7340@lojacomp.pt;981198860;"2017-02-21 00:00:00"
1206;"Flávio  Rui Jordão  Ribeiro";7341@lojacomp.pt;319121131;"2017-02-21 00:00:00"
1207;"Tânia Leonor Silvério  Silvério";7342@lojacomp.pt;671607243;"2017-02-21 00:00:00"
1208;"Andreia Anabela Cordeiro  Monteiro";7343@lojacomp.pt;970871330;"2017-02-21 00:00:00"
1209;"José Marisa Domingues  Azevedo";7344@lojacomp.pt;488188142;"2017-02-21 00:00:00"
1210;"Armindo  Filipe Marcos  Marques";7345@lojacomp.pt;325642255;"2017-02-21 00:00:00"
1211;"Vitor  Rui Caiado Madeira";7346@lojacomp.pt;916749458;"2017-02-21 00:00:00"
1212;"Duarte  Nogueira  Monteiro";7347@lojacomp.pt;763480565;"2017-02-21 00:00:00"
1213;"Filipa Cristina  Cordeiro  Nascimento";7348@lojacomp.pt;179652670;"2017-02-21 00:00:00"
1214;"Francisco Alexandre  Guinada  Fonseca";7349@lojacomp.pt;602242474;"2017-02-21 00:00:00"
1215;"Pedro Carlos  Carreira  Santos";7350@lojacomp.pt;916673587;"2017-02-21 00:00:00"
1216;"Rodrigo  Hélder  Madeira Cardoso  Guerreiro";7351@lojacomp.pt;618616550;"2017-02-21 00:00:00"
1217;"Gustavo Sílvio Reis";7352@lojacomp.pt;421895867;"2017-02-21 00:00:00"
1218;"Patrícia Sandra  Brazão  Pedrosa";7353@lojacomp.pt;483223609;"2017-02-21 00:00:00"
1219;"Dulce Isabel  Peres  Lucas";7354@lojacomp.pt;799206717;"2017-02-21 00:00:00"
1220;"Hélder  Armindo  Cardoso  Rosa";7355@lojacomp.pt;607691256;"2017-02-21 00:00:00"
1221;"Edgar  Flávio  Félix  Santos";7356@lojacomp.pt;556916485;"2017-02-21 00:00:00"
1222;"António  Vitor  Matias  Nunes";7357@lojacomp.pt;158549304;"2017-02-21 00:00:00"
1223;"Carla  Susana Lucas  Caiado";7358@lojacomp.pt;827825432;"2017-02-21 00:00:00"
1224;"Mário Duarte  Ferreira  Sebastião";7359@lojacomp.pt;993458795;"2017-02-21 00:00:00"
1225;"Eunice  Joana Monteiro Marcos";7360@lojacomp.pt;598564229;"2017-02-21 00:00:00"
1226;"Gisela Dulce Félix  Rodrigues  Martins";7361@lojacomp.pt;396856245;"2017-02-21 00:00:00"
1227;"Renato  Valdemar  Guerreiro  Gonçalves";7362@lojacomp.pt;760661236;"2017-02-21 00:00:00"
1228;"Arlindo  Eduardo  Matias  Madeira";7363@lojacomp.pt;294625888;"2017-02-21 00:00:00"
1229;"Fátima Beatriz Vitorino  Marcos";7364@lojacomp.pt;407087684;"2017-02-21 00:00:00"
1230;"Lara Rute  Brazão";7365@lojacomp.pt;680004090;"2017-02-21 00:00:00"
1231;"Ângelo  Francisco Vitorino  Caiado";7366@lojacomp.pt;984453987;"2017-02-21 00:00:00"
1232;"Márcia Eunice  Morgado  Lopes";7367@lojacomp.pt;535877219;"2017-02-21 00:00:00"
1233;"Helena Nancy Jordão  Anjos";7368@lojacomp.pt;433332722;"2017-02-21 00:00:00"
1234;"Rosa Rute  Marcos  Vieira";7369@lojacomp.pt;417644349;"2017-02-21 00:00:00"
1235;"António  Pedro Francisco  Peres";7370@lojacomp.pt;676491924;"2017-02-21 00:00:00"
1236;"Ricardo  Michael  Simões  Mota";7371@lojacomp.pt;998513681;"2017-02-21 00:00:00"
1237;"Márcia Leonor Marcos  Guinada";7372@lojacomp.pt;907374378;"2017-02-21 00:00:00"
1238;"Sérgio  Pedro Nogueira  Martins";7373@lojacomp.pt;878361488;"2017-02-21 00:00:00"
1239;"Carla  Olga Cardoso  Pereira";7374@lojacomp.pt;556552401;"2017-02-21 00:00:00"
1240;"Claudia  Catarina Pereira  Nogueira";7375@lojacomp.pt;726942972;"2017-02-21 00:00:00"
1241;"Michael  Gustavo Nogueira  Francisco";7376@lojacomp.pt;571277708;"2017-02-21 00:00:00"
1242;"Eugénia Rute  Conceição  Francisco";7377@lojacomp.pt;170427592;"2017-02-21 00:00:00"
1243;"Sílvio Leandro  Jordão  Madeira";7378@lojacomp.pt;983707947;"2017-02-21 00:00:00"
1244;"Filipe Marco  Rebelo  Fernandes";7379@lojacomp.pt;378771574;"2017-02-21 00:00:00"
1245;"Manuel  Sérgio  Faustino  Cordeiro";7380@lojacomp.pt;233420941;"2017-02-21 00:00:00"
1246;"André  Luis  Fonseca  Domingues";7381@lojacomp.pt;360015108;"2017-02-21 00:00:00"
1247;"Duarte  Nuno Jesus  Oliveira";7382@lojacomp.pt;119603776;"2017-02-21 00:00:00"
1248;"Tânia Maria Martins  Zózimo";7383@lojacomp.pt;199257741;"2017-02-21 00:00:00"
1249;"José Patrícia Pinheiro  Conceição";7384@lojacomp.pt;260944953;"2017-02-21 00:00:00"
1250;"Andreia Anabela Ribeiro  Cordeiro";7385@lojacomp.pt;513607402;"2017-02-21 00:00:00"
1251;"António  António  Vitorino  Ribeiro";7386@lojacomp.pt;314970986;"2017-02-21 00:00:00"
1252;"Teresa  Joana Pereira  Peres";7387@lojacomp.pt;969188655;"2017-02-21 00:00:00"
1253;"Filipa Fátima Marques Azevedo";7388@lojacomp.pt;311100671;"2017-02-21 00:00:00"
1254;"Tânia Maria Vitorino";7389@lojacomp.pt;385756913;"2017-02-21 00:00:00"
1255;"Bruno  Duarte  Faustino  Brazão";7390@lojacomp.pt;481653775;"2017-02-21 00:00:00"
1256;"Alexandra  Eduarda Santos  Nascimento";7391@lojacomp.pt;266560827;"2017-02-21 00:00:00"
1257;"António  Carlos  Santos  Nascimento";7392@lojacomp.pt;525767744;"2017-02-21 00:00:00"
1258;"Olga Dina Lourenço  Conceição";7393@lojacomp.pt;299961961;"2017-02-21 00:00:00"
1259;"Hélio  Mira Oliveira  Ferreira";7394@lojacomp.pt;858146586;"2017-02-21 00:00:00"
1260;"Hugo  Eduardo  Ribeiro  Caiado";7395@lojacomp.pt;684710147;"2017-02-21 00:00:00"
1261;"Duarte  Telmo  Magalhães  Rebelo";7396@lojacomp.pt;191849967;"2017-02-21 00:00:00"
1262;"Arlindo  Gustavo Morgado  Alves";7397@lojacomp.pt;503474355;"2017-02-21 00:00:00"
1263;"Fátima Nancy Jesus  Lucas";7398@lojacomp.pt;662817915;"2017-02-21 00:00:00"
1264;"José Nádia Pinheiro  Rebocho";7399@lojacomp.pt;308816855;"2017-02-21 00:00:00"
1265;"Alexandra  Ana  Pinheiro  Ferreira";7400@lojacomp.pt;337782853;"2017-02-21 00:00:00"
1266;"Ricardo  Filipe Conceição  Lucas";7401@lojacomp.pt;287844446;"2017-02-21 00:00:00"
1267;"Andreia Brazão  Oliveira";7402@lojacomp.pt;769338135;"2017-02-21 00:00:00"
1268;"Alexandra  Eunice  Sebastião  Ferreira";7403@lojacomp.pt;983166619;"2017-02-21 00:00:00"
1269;"Flávio  Santos  Pereira";7404@lojacomp.pt;925260045;"2017-02-21 00:00:00"
1270;"Eunice  Olga Guinada  Alves";7405@lojacomp.pt;146651600;"2017-02-21 00:00:00"
1271;"Sandra  Marisa Caiado Norte";7406@lojacomp.pt;923748145;"2017-02-21 00:00:00"
1272;"Tânia Sónia Vieira  Rosa";7407@lojacomp.pt;294110616;"2017-02-21 00:00:00"
1273;"Valdemar  Renato  Lourenço  Reis  Santos";7408@lojacomp.pt;212116108;"2017-02-21 00:00:00"
1274;"Patrício Renato  Matias  Caiado";7409@lojacomp.pt;940171632;"2017-02-21 00:00:00"
1275;"Hugo  Rodrigo  Domingues  Magalhães";7410@lojacomp.pt;218077896;"2017-02-21 00:00:00"
1276;"Joana Diana Caiado";7411@lojacomp.pt;248321430;"2017-02-21 00:00:00"
1277;"Vitor  Pedro Marcos  Monteiro";7412@lojacomp.pt;868348662;"2017-02-21 00:00:00"
1278;"Rosa Eugénia Silvério  Marques";7413@lojacomp.pt;937553337;"2017-02-21 00:00:00"
